rank,title,authors,year,id,status,role,sub_area,provenance,source,citation_count,confidence,url,notes
109,Exchange-of-Thought: Enhancing Large Language Model Capabilities through Cross-Model Communication,Yin et al,2023,10.18653/v1/2023.emnlp-main.936,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:topology,14,1.0,https://doi.org/10.18653/v1/2023.emnlp-main.936,"Memory, report, relay, and debate modes"
110,Exploring Large Language Models for Communication Games: An Empirical Study on Werewolf,Xu et al,2023,2309.04658,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Werewolf communication-game study
111,AgentCF: Collaborative Learning with Autonomous Language Agents for Recommender Systems,Zhang et al,2023,2310.09233,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Collaborative learning among autonomous agents
112,Agents: An Open-source Framework for Autonomous Language Agents,Zhou et al,2023,2309.07870,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:arxiv-query;auto-map:openalex-query,arxiv:language-agents;curated-400;openalex:planning,19,1.0,https://arxiv.org/abs/2309.07870,Framework substrate used in early agent work
113,CompeteAI: Understanding the Competition Behaviors in Large Language Model-based Agents,Zhao et al,2023,2310.17512,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Studies competition among LLM agents
114,Language Agents with Reinforcement Learning for Strategic Play in the Werewolf Game,Xu et al,2023,2310.18940,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,RL-augmented language agents in Werewolf
115,OpenAgents: An Open Platform for Language Agents in the Wild,Xie et al,2023,2310.10634,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:web-agents,11,1.0,http://arxiv.org/abs/2310.10634,Open platform for deployable language agents
116,ProAgent: Building Proactive Cooperative AI with Large Language Models,Zhang et al,2023,2308.11339,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:human-ai-coordination,3,1.0,http://arxiv.org/abs/2308.11339,Proactive cooperative agent design
117,S3: Social-network Simulation System with Large Language Model-empowered Agents,Gao et al,2023,2307.14984,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,LLM agents in social-network simulation
118,Controlling Large Language Model-based Agents for Large-Scale Decision-Making: An Actor-Critic Approach,Zhang et al,2024,2311.13884,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Actor-critic control for agent populations
119,Are You in a Masquerade? Exploring the Behavior and Impact of Large Language Model Driven Social Bots in Online Social Networks,Li et al,2023,2307.10337,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Social-bot behavior and impact
120,D-Bot: Database Diagnosis System using Large Language Models,Zhou et al,2023,2312.01454,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Domain-specific diagnostic agent system
121,GPT4Tools: Teaching Large Language Model to Use Tools via Self-instruction,Yang et al,2023,2305.18752,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Self-instruction for multimodal/tool-use capability
122,Gorilla: Large Language Model Connected with Massive APIs,Patil et al,2023,2305.15334,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,API call generation; also anchors BFCL lineage
123,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,Zhou et al,2023,2310.04406,watchlist,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:web-navigation,9,1.0,http://arxiv.org/abs/2310.04406,Bridge item for agent search
124,Large Language Models as Tool Makers,Cai et al,2023,2305.17126,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Tool-making/tool-using division for cost-efficient problem solving
125,Quantifying the Impact of Large Language Models on Collective Opinion Dynamics,Li et al,2023,2308.03313,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,LLM agents in collective opinion models
126,RestGPT: Connecting Large Language Models with Real-World RESTful APIs,Song et al,2023,2306.06624,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Planning and API selection over RESTful services
127,AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50000+ Interaction Trajectories,Song et al,2024,2410.07706,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Large interaction-trajectory corpus for generalized agents
128,AFlow: Automating Agentic Workflow Generation,Zhang et al,2025,OpenReview:z5uVAKwmjf,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:workflow-generation,6,1.0,http://arxiv.org/abs/2410.10762,Automates workflow design for agent systems
129,Automated Design of Agentic Systems,Hu et al,2025,OpenReview:t9U3LW7JVX,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:agentic-design,7,1.0,http://arxiv.org/abs/2408.08435,Searches agentic systems automatically
130,GNNs as Predictors of Agentic Workflow Performances,Zhang et al,2025,2503.11301,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Predicts workflow performance from graph structure
131,RecAgent: A Novel Simulation Paradigm for Recommender Systems,Wang et al,2023,2306.02552,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,User behavior simulation with agents
132,Toolformer: Language Models Can Teach Themselves to Use Tools,Schick et al,2023,2302.04761,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Early self-supervised tool-use learning paper
133,Epidemic Modeling with Generative Agents,Williams et al,2023,2307.04986,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Public-health simulation with generative agents
134,Generative Agent-Based Modeling: Unveiling Social System Dynamics through Coupling Mechanistic Models with Generative Artificial Intelligence,Ghaffarzadegan et al,2023,2309.11456,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Couples generative agents with mechanistic ABM
135,Lyfe Agents: Generative Agents for Low-Cost Real-Time Social Interactions,Zhao et al,2023,2310.02172,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Low-cost real-time generative agents
136,On Generative Agents in Recommendation,Zhang et al,2023,2310.10108,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Generative agents for recommendation scenarios
137,Avalon's Game of Thoughts: Battle Against Deception through Recursive Contemplation,Wang et al,2023,2310.01320,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Recursive contemplation in deception games
138,ToolAlpaca: Generalized Tool Learning for Language Models with 3000 Simulated Cases,Tang et al,2023,2306.05301,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Simulated tool-use cases for generalized tool learning
139,Deal or No Deal? End-to-End Learning of Negotiation Dialogues,Lewis et al,2017,EMNLP 2017,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:marl-emergent-classical,curated-400,0,1.0,,Language drift in negotiation agents
140,Learning with Opponent-Learning Awareness,Foerster et al,2018,1709.04326,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:social-dilemmas,59,1.0,https://doi.org/10.65109/hgwa8807,Agents shape other agents' updates
141,Countering Language Drift via Visual Grounding,Lee et al,2019,EMNLP-IJCNLP 2019,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:marl-emergent-classical;auto-map:openalex-query,curated-400;openalex:emergent-communication,4,1.0,https://doi.org/10.18653/v1/d19-1447,Visual grounding to stabilize protocols
142,Social Simulacra: Creating Populated Prototypes for Social Computing Systems,Park et al,2022,10.1145/3526113.3545616,candidate,bridge,Agent Foundations and Infrastructure,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Precursor to generative-agent societies
143,MemR$^3$: Memory Retrieval via Reflective Reasoning for LLM Agents,Du et al,2025,2512.20237,candidate,bridge,Agent Foundations and Infrastructure,local-snowball:1,curated-400,0,1.0,,referenced by local seed corpus
144,Memory-r1: Enhancing large language model agents to manage and utilize memories via reinforcement learning,Yan et al,2025,2508.19828,candidate,bridge,Agent Foundations and Infrastructure,local-snowball:1,curated-400,0,1.0,,referenced by local seed corpus
145,SimpleMem: Efficient Lifelong Memory for LLM Agents,Liu et al,2026,2601.02553,candidate,bridge,Agent Foundations and Infrastructure,local-snowball:1,curated-400,0,1.0,,referenced by local seed corpus
146,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments (MADDPG),Lowe et al,2017,1706.02275,seed,anchor,Benchmarks and Evaluation,seed,curated-400,0,1.0,,anchor; MARL actor-critic
147,The StarCraft Multi-Agent Challenge (SMAC),Samvelyan et al,2019,1902.04043,seed,anchor,Benchmarks and Evaluation,seed,curated-400,0,1.0,,anchor; MARL benchmark
148,AgentBench: Evaluating LLMs as Agents,Liu et al,2023,2308.03688,seed,bridge,Benchmarks and Evaluation,auto-map:openalex-query;seed,curated-400;openalex:reasoning,47,1.0,http://arxiv.org/abs/2308.03688,bridge; Agent evaluation
149,ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,Chan et al,2023,2308.07201,seed,core,Benchmarks and Evaluation,auto-map:openalex-query;local-bib-auto;seed,curated-400;local-bib;openalex:coding-agents;openalex:debate;openalex:frameworks,54,1.0,http://arxiv.org/abs/2308.07201,core; Debate-based evaluation
150,GAIA: a benchmark for General AI Assistants,Mialon et al,2023,2311.12983,seed,bridge,Benchmarks and Evaluation,seed,curated-400,0,1.0,,bridge; General assistant benchmark
151,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,Zhou et al,2023,2310.11667,seed,bridge,Benchmarks and Evaluation,seed,curated-400,0,1.0,,bridge; Social interaction benchmark
152,AI Agents That Matter,Kapoor et al,2024,2407.01502,seed,bridge,Benchmarks and Evaluation,seed,curated-400,0,1.0,,bridge; Agent evaluation methodology
153,AgentBoard: An Analytical Evaluation Board of Multi-turn LLM Agents,Ma et al,2024,2401.13178,seed,bridge,Benchmarks and Evaluation,seed,curated-400,0,1.0,,bridge; Agent evaluation
154,tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,Yao et al,2024,2406.12045,seed,bridge,Benchmarks and Evaluation,auto-map:openalex-query;seed,curated-400;openalex:function-calling,5,1.0,http://arxiv.org/abs/2406.12045,bridge; Tool/user interaction benchmark
155,AgentsNet: Coordination and Collaborative Reasoning in Multi-Agent LLMs,Grotschla et al,2025,2507.08616,seed,core,Benchmarks and Evaluation,auto-map:arxiv-query;seed,arxiv:reasoning;curated-400,0,1.0,https://arxiv.org/abs/2507.08616,core; Topological reasoning benchmark
156,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,Sun et al,2025,2502.20073,seed,trend,Benchmarks and Evaluation,seed,curated-400,0,1.0,,trend; Collaborative embodied benchmark
157,MultiAgentBench: Evaluating the Collaboration and Competition of LLM Agents,Zhu et al,2025,2503.01935,seed,core,Benchmarks and Evaluation,seed,curated-400,0,1.0,,core; Multi-agent benchmark
158,LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models,Agashe et al,2023,2310.03903,candidate,bridge,Benchmarks and Evaluation,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:planning;openalex:reasoning,10,1.0,http://arxiv.org/abs/2310.03903,Tests coordination ability directly
159,LLMArena: Assessing Capabilities of Large Language Models in Dynamic Multi-Agent Environments,Chen et al,2024,10.18653/v1/2024.acl-long.705,candidate,bridge,Benchmarks and Evaluation,agent-batch:core-frameworks-reasoning;local-bib-auto,curated-400;local-bib,0,1.0,,Multi-agent game environments and scoring
160,The Berkeley Function Calling Leaderboard: From Tool Use to Agentic Evaluation of Large Language Models,Yan et al,2025,openreview:2GmDdhBdDk,candidate,bridge,Benchmarks and Evaluation,agent-batch:benchmarks-software-web,curated-400,0,1.0,,BFCL benchmark family for tool/function-calling models
161,BOLAA: Benchmarking and Orchestrating LLM-augmented Autonomous Agents,Liu et al,2023,2308.05960,candidate,bridge,Benchmarks and Evaluation,agent-batch:core-frameworks-reasoning;auto-map:openalex-query,curated-400;openalex:orchestration;openalex:reasoning,9,1.0,http://arxiv.org/abs/2308.05960,Controller orchestrates labor agents by action type
162,"ToolSandbox: A Stateful, Conversational, Interactive Evaluation Benchmark for LLM Tool Use Capabilities",Lu et al,2024,2408.04682,candidate,bridge,Benchmarks and Evaluation,agent-batch:benchmarks-software-web,curated-400,0,1.0,,Stateful multi-turn tool execution benchmark
163,Benchmarking Multi-Agent Deep Reinforcement Learning Algorithms in Cooperative Tasks,Papoudakis et al,2021,2006.07869,candidate,bridge,Benchmarks and Evaluation,agent-batch:marl-emergent-classical,curated-400,0,1.0,,EPyMARL and algorithm comparison
164,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Li et al,2023,2304.08244,candidate,bridge,Benchmarks and Evaluation,agent-batch:benchmarks-software-web;local-bib-auto,curated-400;local-bib,0,1.0,,Tool-augmented LLM benchmark with API calls
165,From Text to Tactic: Evaluating LLMs Playing the Game of Avalon,Light et al,2023,2310.05036,candidate,bridge,Benchmarks and Evaluation,agent-batch:core-frameworks-reasoning,curated-400,0,1.0,,Avalon social-deduction evaluation
