rank,id,title,authors,year,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status,review_batch,decision,note
99,2312.04854,Learning to Break: Knowledge-Enhanced Reasoning in Multi-Agent Debate System,Wang et al,2024,candidate,core,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2312.04854,papers_extra/multi-agent-triaged/0099_2312.04854,papers_extra/multi-agent-triaged/0099_2312.04854/paper.pdf,papers_extra/multi-agent-triaged/0099_2312.04854/source,present,present,batch-01,keep,Retained after batch review.
100,2601.15743,Materealize: a multi-agent deliberation system for end-to-end material design and synthesis,Kim et al,2026,candidate,trend,"Debate, Reasoning, and Aggregation",curated-400,0,1.0,,2601.15743,papers_extra/multi-agent-triaged/0100_2601.15743,papers_extra/multi-agent-triaged/0100_2601.15743/paper.pdf,papers_extra/multi-agent-triaged/0100_2601.15743/source,present,present,batch-01,keep,Retained after batch review.
105,2310.01444,Adapting LLM Agents Through Communication,Wang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.01444,papers_extra/multi-agent-triaged/0105_2310.01444,papers_extra/multi-agent-triaged/0105_2310.01444/paper.pdf,papers_extra/multi-agent-triaged/0105_2310.01444/source,present,present,batch-01,keep,Retained after batch review.
106,2310.02124,Exploring Collaboration Mechanisms for LLM Agents: A Social Psychology View,Zhang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,arxiv:society;curated-400;local-bib;openalex:collaboration;openalex:debate,9,1.0,https://arxiv.org/abs/2310.02124,2310.02124,papers_extra/multi-agent-triaged/0106_2310.02124,papers_extra/multi-agent-triaged/0106_2310.02124/paper.pdf,papers_extra/multi-agent-triaged/0106_2310.02124/source,present,present,batch-01,keep,Retained after batch review.
107,2407.12784,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,Chen et al,2024,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2407.12784,papers_extra/multi-agent-triaged/0107_2407.12784,papers_extra/multi-agent-triaged/0107_2407.12784/paper.pdf,papers_extra/multi-agent-triaged/0107_2407.12784/source,present,present,batch-01,keep,Retained after batch review.
108,2307.02485,Building Cooperative Embodied Agents Modularly with Large Language Models,Zhang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,arxiv:language-agents;curated-400;openalex:emergent-communication;openalex:reasoning,37,1.0,https://arxiv.org/abs/2307.02485,2307.02485,papers_extra/multi-agent-triaged/0108_2307.02485,papers_extra/multi-agent-triaged/0108_2307.02485/paper.pdf,papers_extra/multi-agent-triaged/0108_2307.02485/source,present,present,batch-01,keep,Retained after batch review.
109,10.18653/v1/2023.emnlp-main.936,Exchange-of-Thought: Enhancing Large Language Model Capabilities through Cross-Model Communication,Yin et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:topology,14,1.0,https://doi.org/10.18653/v1/2023.emnlp-main.936,,,,,unresolved,unavailable,batch-07,keep,"EMNLP main DOI-backed cross-model communication paper; relevant to multi-agent/cross-agent reasoning and aggregation, though exact MAS framing needs deeper review."
110,2309.04658,Exploring Large Language Models for Communication Games: An Empirical Study on Werewolf,Xu et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2309.04658,papers_extra/multi-agent-triaged/0110_2309.04658,papers_extra/multi-agent-triaged/0110_2309.04658/paper.pdf,papers_extra/multi-agent-triaged/0110_2309.04658/source,present,present,batch-01,keep,Retained after batch review.
111,2310.09233,AgentCF: Collaborative Learning with Autonomous Language Agents for Recommender Systems,Zhang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.09233,papers_extra/multi-agent-triaged/0111_2310.09233,papers_extra/multi-agent-triaged/0111_2310.09233/paper.pdf,papers_extra/multi-agent-triaged/0111_2310.09233/source,present,present,batch-01,keep,Retained after batch review.
112,2309.07870,Agents: An Open-source Framework for Autonomous Language Agents,Zhou et al,2023,candidate,bridge,Agent Foundations and Infrastructure,arxiv:language-agents;curated-400;openalex:planning,19,1.0,https://arxiv.org/abs/2309.07870,2309.07870,papers_extra/multi-agent-triaged/0112_2309.07870,papers_extra/multi-agent-triaged/0112_2309.07870/paper.pdf,papers_extra/multi-agent-triaged/0112_2309.07870/source,present,present,batch-01,keep,Retained after batch review.
113,2310.17512,CompeteAI: Understanding the Competition Behaviors in Large Language Model-based Agents,Zhao et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.17512,papers_extra/multi-agent-triaged/0113_2310.17512,papers_extra/multi-agent-triaged/0113_2310.17512/paper.pdf,papers_extra/multi-agent-triaged/0113_2310.17512/source,present,present,batch-01,keep,Retained after batch review.
114,2310.18940,Language Agents with Reinforcement Learning for Strategic Play in the Werewolf Game,Xu et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.18940,papers_extra/multi-agent-triaged/0114_2310.18940,papers_extra/multi-agent-triaged/0114_2310.18940/paper.pdf,papers_extra/multi-agent-triaged/0114_2310.18940/source,present,present,batch-01,keep,Retained after batch review.
115,2310.10634,OpenAgents: An Open Platform for Language Agents in the Wild,Xie et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:web-agents,11,1.0,http://arxiv.org/abs/2310.10634,2310.10634,papers_extra/multi-agent-triaged/0115_2310.10634,papers_extra/multi-agent-triaged/0115_2310.10634/paper.pdf,papers_extra/multi-agent-triaged/0115_2310.10634/source,present,present,batch-01,keep,Retained after batch review.
116,2308.11339,ProAgent: Building Proactive Cooperative AI with Large Language Models,Zhang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:human-ai-coordination,3,1.0,http://arxiv.org/abs/2308.11339,2308.11339,papers_extra/multi-agent-triaged/0116_2308.11339,papers_extra/multi-agent-triaged/0116_2308.11339/paper.pdf,papers_extra/multi-agent-triaged/0116_2308.11339/source,present,present,batch-01,keep,Retained after batch review.
117,2307.14984,S3: Social-network Simulation System with Large Language Model-empowered Agents,Gao et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2307.14984,papers_extra/multi-agent-triaged/0117_2307.14984,papers_extra/multi-agent-triaged/0117_2307.14984/paper.pdf,papers_extra/multi-agent-triaged/0117_2307.14984/source,present,present,batch-01,keep,Retained after batch review.
118,2311.13884,Controlling Large Language Model-based Agents for Large-Scale Decision-Making: An Actor-Critic Approach,Zhang et al,2024,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2311.13884,papers_extra/multi-agent-triaged/0118_2311.13884,papers_extra/multi-agent-triaged/0118_2311.13884/paper.pdf,papers_extra/multi-agent-triaged/0118_2311.13884/source,present,present,batch-01,keep,Retained after batch review.
119,2307.10337,Are You in a Masquerade? Exploring the Behavior and Impact of Large Language Model Driven Social Bots in Online Social Networks,Li et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2307.10337,papers_extra/multi-agent-triaged/0119_2307.10337,papers_extra/multi-agent-triaged/0119_2307.10337/paper.pdf,papers_extra/multi-agent-triaged/0119_2307.10337/source,present,present,batch-01,keep,Retained after batch review.
120,2312.01454,D-Bot: Database Diagnosis System using Large Language Models,Zhou et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2312.01454,papers_extra/multi-agent-triaged/0120_2312.01454,papers_extra/multi-agent-triaged/0120_2312.01454/paper.pdf,papers_extra/multi-agent-triaged/0120_2312.01454/source,present,present,batch-01,keep,Retained after batch review.
121,2305.18752,GPT4Tools: Teaching Large Language Model to Use Tools via Self-instruction,Yang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2305.18752,papers_extra/multi-agent-triaged/0121_2305.18752,papers_extra/multi-agent-triaged/0121_2305.18752/paper.pdf,papers_extra/multi-agent-triaged/0121_2305.18752/source,present,present,batch-01,keep,Retained after batch review.
122,2305.15334,Gorilla: Large Language Model Connected with Massive APIs,Patil et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2305.15334,papers_extra/multi-agent-triaged/0122_2305.15334,papers_extra/multi-agent-triaged/0122_2305.15334/paper.pdf,papers_extra/multi-agent-triaged/0122_2305.15334/source,present,present,batch-01,keep,Retained after batch review.
123,2310.04406,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,Zhou et al,2023,watchlist,bridge,Agent Foundations and Infrastructure,curated-400;openalex:web-navigation,9,1.0,http://arxiv.org/abs/2310.04406,2310.04406,papers_extra/multi-agent-triaged/0123_2310.04406,papers_extra/multi-agent-triaged/0123_2310.04406/paper.pdf,papers_extra/multi-agent-triaged/0123_2310.04406/source,present,present,batch-01,keep,Retained after batch review.
124,2305.17126,Large Language Models as Tool Makers,Cai et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2305.17126,papers_extra/multi-agent-triaged/0124_2305.17126,papers_extra/multi-agent-triaged/0124_2305.17126/paper.pdf,papers_extra/multi-agent-triaged/0124_2305.17126/source,present,present,batch-01,keep,Retained after batch review.
126,2306.06624,RestGPT: Connecting Large Language Models with Real-World RESTful APIs,Song et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2306.06624,papers_extra/multi-agent-triaged/0126_2306.06624,papers_extra/multi-agent-triaged/0126_2306.06624/paper.pdf,papers_extra/multi-agent-triaged/0126_2306.06624/source,present,present,batch-01,keep,Retained after batch review.
127,2410.07706,AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50000+ Interaction Trajectories,Song et al,2024,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2410.07706,papers_extra/multi-agent-triaged/0127_2410.07706,papers_extra/multi-agent-triaged/0127_2410.07706/paper.pdf,papers_extra/multi-agent-triaged/0127_2410.07706/source,present,present,batch-01,keep,Retained after batch review.
128,OpenReview:z5uVAKwmjf,AFlow: Automating Agentic Workflow Generation,Zhang et al,2025,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:workflow-generation,6,1.0,http://arxiv.org/abs/2410.10762,2410.10762,papers_extra/multi-agent-triaged/0128_2410.10762,papers_extra/multi-agent-triaged/0128_2410.10762/paper.pdf,papers_extra/multi-agent-triaged/0128_2410.10762/source,present,present,batch-01,keep,Retained after batch review.
129,OpenReview:t9U3LW7JVX,Automated Design of Agentic Systems,Hu et al,2025,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:agentic-design,7,1.0,http://arxiv.org/abs/2408.08435,2408.08435,papers_extra/multi-agent-triaged/0129_2408.08435,papers_extra/multi-agent-triaged/0129_2408.08435/paper.pdf,papers_extra/multi-agent-triaged/0129_2408.08435/source,present,present,batch-01,keep,Retained after batch review.
130,2503.11301,GNNs as Predictors of Agentic Workflow Performances,Zhang et al,2025,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2503.11301,papers_extra/multi-agent-triaged/0130_2503.11301,papers_extra/multi-agent-triaged/0130_2503.11301/paper.pdf,papers_extra/multi-agent-triaged/0130_2503.11301/source,present,present,batch-01,keep,Retained after batch review.
131,2306.02552,RecAgent: A Novel Simulation Paradigm for Recommender Systems,Wang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2306.02552,papers_extra/multi-agent-triaged/0131_2306.02552,papers_extra/multi-agent-triaged/0131_2306.02552/paper.pdf,papers_extra/multi-agent-triaged/0131_2306.02552/source,present,present,batch-01,keep,Retained after batch review.
132,2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,Schick et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2302.04761,papers_extra/multi-agent-triaged/0132_2302.04761,papers_extra/multi-agent-triaged/0132_2302.04761/paper.pdf,papers_extra/multi-agent-triaged/0132_2302.04761/source,present,present,batch-01,keep,Retained after batch review.
133,2307.04986,Epidemic Modeling with Generative Agents,Williams et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2307.04986,papers_extra/multi-agent-triaged/0133_2307.04986,papers_extra/multi-agent-triaged/0133_2307.04986/paper.pdf,papers_extra/multi-agent-triaged/0133_2307.04986/source,present,present,batch-01,keep,Retained after batch review.
135,2310.02172,Lyfe Agents: Generative Agents for Low-Cost Real-Time Social Interactions,Zhao et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.02172,papers_extra/multi-agent-triaged/0135_2310.02172,papers_extra/multi-agent-triaged/0135_2310.02172/paper.pdf,papers_extra/multi-agent-triaged/0135_2310.02172/source,present,present,batch-01,keep,Retained after batch review.
136,2310.10108,On Generative Agents in Recommendation,Zhang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.10108,papers_extra/multi-agent-triaged/0136_2310.10108,papers_extra/multi-agent-triaged/0136_2310.10108/paper.pdf,papers_extra/multi-agent-triaged/0136_2310.10108/source,present,present,batch-01,keep,Retained after batch review.
137,2310.01320,Avalon's Game of Thoughts: Battle Against Deception through Recursive Contemplation,Wang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2310.01320,papers_extra/multi-agent-triaged/0137_2310.01320,papers_extra/multi-agent-triaged/0137_2310.01320/paper.pdf,papers_extra/multi-agent-triaged/0137_2310.01320/source,present,present,batch-01,keep,Retained after batch review.
138,2306.05301,ToolAlpaca: Generalized Tool Learning for Language Models with 3000 Simulated Cases,Tang et al,2023,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,2306.05301,papers_extra/multi-agent-triaged/0138_2306.05301,papers_extra/multi-agent-triaged/0138_2306.05301/paper.pdf,papers_extra/multi-agent-triaged/0138_2306.05301/source,present,present,batch-01,keep,Retained after batch review.
139,EMNLP 2017,Deal or No Deal? End-to-End Learning of Negotiation Dialogues,Lewis et al,2017,candidate,bridge,Agent Foundations and Infrastructure,curated-400,0,1.0,,,,,,unresolved,unavailable,batch-07,keep,Classic EMNLP negotiation-dialogue paper; foundational for language-agent negotiation and multi-agent interaction despite pre-LLM framing.
140,1709.04326,Learning with Opponent-Learning Awareness,Foerster et al,2018,candidate,bridge,Agent Foundations and Infrastructure,curated-400;openalex:social-dilemmas,59,1.0,https://doi.org/10.65109/hgwa8807,1709.04326,papers_extra/multi-agent-triaged/0140_1709.04326,papers_extra/multi-agent-triaged/0140_1709.04326/paper.pdf,papers_extra/multi-agent-triaged/0140_1709.04326/source,present,present,batch-01,keep,Retained after batch review.
