rank,id,title,status,coverage_status,review_batch,note
180,2409.08264,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
181,1809.07124,Pommerman: A Multi-Agent Playground,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
182,2010.09776,SMARTS: Scalable Multi-Agent Reinforcement Learning Training School for Autonomous Driving,watchlist,assigned-for-review,batch-02.csv,Assigned to a review batch.
183,2009.14471,PettingZoo: Gym for Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
184,2412.11761,Harnessing Language for Coordination: A Framework and Benchmark for LLM-Driven Multi-Agent Control,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
185,2510.04311,On the Importance of Task Complexity in Evaluating LLM-Based Multi-Agent Systems,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
186,2310.11248,CrossCodeEval: A Diverse and Multilingual Benchmark for Cross-File Code Completion,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
187,2310.08901,Welfare Diplomacy: Benchmarking Language Model Cooperation,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
188,1903.05168,On the Pitfalls of Measuring Emergent Communication,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
189,2601.14652,Mas-orchestra: Understanding and improving multi-agent reasoning through holistic orchestration and controlled benchmarks,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
190,GitHub repository,ChatArena: Multi-Agent Language Game Environments for Large Language Models,candidate,assigned-for-review,batch-08.csv,Assigned to a review batch.
191,2312.13010,AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
192,2307.07924,ChatDev: Communicative Agents for Software Development,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
193,2308.00352,MetaGPT: Meta Programming for Multi-Agent Collaborative Framework,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
194,2306.06070,Mind2Web: Towards a Generalist Agent for the Web,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
195,2310.06770,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
196,2307.13854,WebArena: A Realistic Web Environment for Building Autonomous Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
197,2407.01489,Agentless: Demystifying LLM-based Software Engineering Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
198,2405.14573,AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
199,2404.07972,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
200,2407.16741,OpenHands: An Open Platform for AI Software Developers as Generalist Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
201,2405.15793,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
202,benchmark subset,SWE-bench Verified,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
203,2412.05467,The BrowserGym Ecosystem for Web Agent Research,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
204,2412.14161,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
205,2401.13649,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
206,2401.13919,WebVoyager: Building an End-to-End Web Agent with Large Multimodal Models,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
207,2403.07718,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks?,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
208,2505.16988,MASLab: A Unified and Comprehensive Codebase for LLM-based Multi-Agent Systems,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
209,2504.02605,Multi-SWE-bench: A Multilingual Benchmark for Issue Resolving,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
210,2502.18449,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
211,2505.23419,SWE-bench Goes Live!,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
212,2504.21798,SWE-smith: Scaling Data for Software Engineering Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
213,2601.13295,CooperBench: Why Coding Agents Cannot be Your Teammates Yet,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
214,2603.21489,Effective Strategies for Asynchronous Software Engineering Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
215,2603.24755,SlopCodeBench: How Coding Agents Degrade Over Long-Horizon Tasks,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
216,2404.02183,Self-organized Agents: A LLM Multi-Agent Framework toward Ultra Large-Scale Code Generation and Optimization,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
217,2406.01014,Mobile-Agent-v2: Mobile Device Operation Assistant with Effective Navigation via Multi-Agent Collaboration,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
218,OpenReview:4R71pdPBZp,Self-Evolving Multi-Agent Networks for Software Development,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
219,2310.08067,GameGPT: Multi-agent Collaborative Framework for Game Development,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
220,2405.11403,MapCoder: Multi-Agent Code Generation for Competitive Problem Solving,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
221,2306.13304,ToolQA: A Dataset for LLM Question Answering with External Tools,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
222,2407.00993,Mobile-Bench: An Evaluation Benchmark for LLM-based Mobile Agents,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
223,2501.05040,SWE-Fixer: Training Open-Source LLMs for Effective and Efficient GitHub Issue Resolution,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
224,2407.18901,AppWorld: A Controllable World of Apps and People for Benchmarking Interactive Coding Agents,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
225,2407.15711,AssistantBench: Can Web Agents Solve Realistic and Time-Consuming Tasks?,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
226,2501.01149,A3: Android Agent Arena for Mobile GUI Agents,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
227,2504.08703,SWE-PolyBench: A Multi-Language Benchmark for Repository Level Evaluation of Coding Agents,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
228,2601.11868,"Terminal-Bench: Benchmarking Agents on Hard, Realistic Tasks in Command Line Interfaces",watchlist,assigned-for-review,batch-02.csv,Assigned to a review batch.
229,2308.15272,AutoDroid: LLM-powered Task Automation in Android,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
230,2404.05719,Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
231,2404.09992,MMInA: Benchmarking Multihop Multimodal Internet Agents,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
232,2402.17553,OmniACT: A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
233,2410.03859,SWE-bench Multimodal: Do AI Systems Generalize to Visual Software Domains?,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
234,2406.12373,WebCanvas: Benchmarking Web Agents in Online Environments,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
235,2505.11891,Mobile-Bench-v2: A More Realistic and Comprehensive Benchmark for VLM-based Mobile Agents,watchlist,assigned-for-review,batch-02.csv,Assigned to a review batch.
236,2107.03374,Evaluating Large Language Models Trained on Code,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
237,2207.01206,WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
238,OpenReview:mqVgBbNCm9,Skeleton-of-Thought: Large Language Models Can Do Parallel Decoding,watchlist,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
239,2306.03091,RepoBench: Benchmarking Repository-Level Code Auto-Completion Systems,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
240,2406.15877,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
241,2406.08451,GUI Odyssey: A Comprehensive Dataset for Cross-App GUI Navigation on Mobile Devices,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
242,2412.16516,HammerBench: Fine-Grained Function-Calling Evaluation in Real Mobile Device Scenarios,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
243,2402.07456,OS-Copilot: Towards Generalist Computer Agents with Self-Improvement,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
244,2408.14354,SWE-bench-java: A GitHub Issue Resolving Benchmark for Java,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
245,2407.05291,WorkArena++: Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,candidate,assigned-for-review,batch-02.csv,Assigned to a review batch.
246,2405.02957,Agent Hospital: A Simulacrum of Hospital with Evolvable Medical Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
247,2408.06292,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
248,2501.04227,Agent Laboratory: Using LLM Agents as Research Assistants,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
249,2503.18102,AgentRxiv: Towards Collaborative Autonomous Research,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
250,2502.16069,Curie: Toward Rigorous and Automated Scientific Experimentation with AI Agents,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
251,2505.16938,InternAgent: When Agent Becomes the Scientist -- Building Closed-Loop System from Hypothesis to Verification,seed,seed-existing-reviewed-corpus,,Seed paper already belongs to reviewed corpus; not low-quality pruned from papers_extra.
